geography_level,geography_id,geography_label,event_week,window_size_weeks,game_count,playoff_game_count,pre_window_start,pre_window_end,post_window_start,post_window_end,has_overlapping_pre_event,has_overlapping_post_event,revenue_all_pre_mean,revenue_all_post_mean,revenue_all_delta,merchants_all_pre_mean,merchants_all_post_mean,merchants_all_delta,revenue_all_vs_rolling4_pre_mean,revenue_all_vs_rolling4_post_mean,revenue_all_vs_rolling4_delta,merchants_all_vs_rolling4_pre_mean,merchants_all_vs_rolling4_post_mean,merchants_all_vs_rolling4_delta
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-03,2,4.0,0.0,2021-12-20,2021-12-27,2022-01-03,2022-01-10,True,True,0.1588637613151108,0.1206662861277577,-0.038197475187353086,-0.0429954544092686,-0.04322562697990705,-0.00023017257063844693,0.17793850456000682,0.07606596633113885,-0.10187253822886796,0.013694729511828301,0.007335092058434399,-0.006359637453393902
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-03,4,4.0,0.0,2021-12-06,2021-12-27,2022-01-03,2022-01-24,True,True,0.026611239428781228,0.07881463370653795,0.05220339427775672,-0.05503191280395165,-0.05594257603038275,-0.0009106632264311021,0.031184655080351606,-0.008512251757586027,-0.03969690683793763,0.0062013502907027505,-0.005798354951006749,-0.011999705241709499
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-10,1,5.0,0.0,2022-01-03,2022-01-03,2022-01-10,2022-01-10,True,False,0.0698889239093875,0.1714436483461279,0.1015547244367404,-0.029721035341746,-0.0567302186180681,-0.027009183276322103,0.0432776844806063,0.1088542481816714,0.0655765637010651,0.0253108774622056,-0.0106406933453368,-0.035951570807542396
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-10,2,5.0,0.0,2021-12-27,2022-01-03,2022-01-10,2022-01-17,True,True,0.08352263193515144,0.1571611251484962,0.07363849321334476,-0.0553750345648149,-0.057314776527651504,-0.0019397419628366039,0.0618364021413111,0.0559839132055508,-0.0058524889357602985,-0.0038568835160503,-0.0127147435439919,-0.0088578600279416
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-10,4,5.0,0.0,2021-12-13,2022-01-03,2022-01-10,2022-01-31,True,True,0.06258940016445655,0.09634922275698082,0.033759822592524275,-0.046089525272731274,-0.06332429303066532,-0.017234767757934047,0.06706491975033851,-0.004028511276582354,-0.07109343102692087,0.01239550765208385,-0.012952406144681525,-0.025347913796765376
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-17,1,6.0,0.0,2022-01-10,2022-01-10,2022-01-17,2022-01-17,True,False,0.1714436483461279,0.1428786019508645,-0.028565046395263416,-0.0567302186180681,-0.0578993344372349,-0.0011691158191667952,0.1088542481816714,0.0031135782294302,-0.1057406699522412,-0.0106406933453368,-0.014788793742647,-0.004148100397310199
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-17,2,6.0,0.0,2022-01-03,2022-01-10,2022-01-17,2022-01-24,True,True,0.1206662861277577,0.0369629812853182,-0.08370330484243951,-0.04322562697990705,-0.06865952508085846,-0.02543389810095141,0.07606596633113885,-0.0930904698463109,-0.16915643617744974,0.007335092058434399,-0.0189318019604479,-0.026266894018882297
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-17,4,6.0,0.0,2021-12-20,2022-01-10,2022-01-17,2022-02-07,True,True,0.13976502372143426,0.07131774756059846,-0.0684472761608358,-0.04311054069458783,-0.0655223178348644,-0.02241177714027657,0.12700223544557282,-0.04165609776266694,-0.16865833320823975,0.010514910785131351,-0.013722977077796433,-0.024237887862927784
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-24,1,2.0,0.0,2022-01-17,2022-01-17,2022-01-24,2022-01-24,True,False,0.1428786019508645,-0.0689526393802281,-0.2118312413310926,-0.0578993344372349,-0.079419715724482,-0.021520381287247106,0.0031135782294302,-0.189294517922052,-0.19240809615148222,-0.014788793742647,-0.0230748101782488,-0.0082860164356018
cbsa,14460,"Boston-Cambridge-Newton, MA-NH",2022-01-24,2,2.0,0.0,2022-01-10,2022-01-17,2022-01-24,2022-01-31,True,True,0.1571611251484962,0.035537320365465454,-0.12162380478303075,-0.057314776527651504,-0.06933380953367915,-0.012019033006027649,0.0559839132055508,-0.0640409357587155,-0.1200248489642663,-0.0127147435439919,-0.01319006874537115,-0.00047532520137924875
