cbsa_code,cbsa_name,week_start_monday,league,game_count,completed_game_count,future_or_uncompleted_game_count,playoff_game_count,championship_game_count,neutral_site_game_count,total_attendance,unique_venue_count,high_confidence_venue_game_count,low_confidence_venue_game_count,cbsa_county_count,cbsa_population_covered,merchants_all,revenue_all,has_womply
12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-06,ALL,2,2,0,0,0,0,31800.0,1,2,0,17,5566943,0.02407205453513715,0.00024105579022454493,True
12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-06,NBA,2,2,0,0,0,0,31800.0,1,2,0,17,5566943,0.02407205453513715,0.00024105579022454493,True
12580,"Baltimore-Columbia-Towson, MD",2020-01-06,ALL,1,1,0,1,0,0,0.0,1,1,0,6,2749672,0.021523729139330074,0.04926421225877122,True
12580,"Baltimore-Columbia-Towson, MD",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,6,2749672,0.021523729139330074,0.04926421225877122,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,ALL,3,3,0,0,0,0,38312.0,2,3,0,7,4873019,0.015619562579173196,-0.010678917603235282,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,NBA,2,2,0,0,0,0,38312.0,1,2,0,7,4873019,0.015619562579173196,-0.010678917603235282,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,7,4873019,0.015619562579173196,-0.010678917603235282,True
15380,"Buffalo-Cheektowaga, NY",2020-01-06,ALL,1,1,0,0,0,0,0.0,1,1,0,2,1127983,0.02223399607972815,-0.0339867224062774,True
15380,"Buffalo-Cheektowaga, NY",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,2,1127983,0.02223399607972815,-0.0339867224062774,True
16740,"Charlotte-Concord-Gastonia, NC-SC",2020-01-06,ALL,2,2,0,0,0,0,26974.0,1,2,0,9,2580193,0.011252410901045,0.019714529727039798,True
16740,"Charlotte-Concord-Gastonia, NC-SC",2020-01-06,NBA,2,2,0,0,0,0,26974.0,1,2,0,9,2580193,0.011252410901045,0.019714529727039798,True
16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,ALL,5,5,0,0,0,0,20229.0,2,5,0,9,9061388,0.00525851525064372,-0.04923793458353179,True
16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,NBA,1,1,0,0,0,0,20229.0,1,1,0,9,9061388,0.00525851525064372,-0.04923793458353179,True
16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,NHL,4,4,0,0,0,0,0.0,1,4,0,9,9061388,0.00525851525064372,-0.04923793458353179,True
17410,"Cleveland, OH",2020-01-06,ALL,2,2,0,0,0,0,33433.0,1,2,0,6,2145690,0.0019100466218326042,-0.028651501582241612,True
17410,"Cleveland, OH",2020-01-06,NBA,2,2,0,0,0,0,33433.0,1,2,0,6,2145690,0.0019100466218326042,-0.028651501582241612,True
19100,"Dallas-Fort Worth-Arlington, TX",2020-01-06,ALL,4,4,0,0,0,0,81338.0,1,4,0,10,7503152,0.012576807365757751,0.0016274396586927733,True
19100,"Dallas-Fort Worth-Arlington, TX",2020-01-06,NBA,4,4,0,0,0,0,81338.0,1,4,0,10,7503152,0.012576807365757751,0.0016274396586927733,True
19740,"Denver-Aurora-Centennial, CO",2020-01-06,ALL,2,2,0,0,0,0,19533.0,2,2,0,6,2905722,0.007597017863374404,0.03563028813492826,True
19740,"Denver-Aurora-Centennial, CO",2020-01-06,NBA,1,1,0,0,0,0,19533.0,1,1,0,6,2905722,0.007597017863374404,0.03563028813492826,True
19740,"Denver-Aurora-Centennial, CO",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,6,2905722,0.007597017863374404,0.03563028813492826,True
19820,"Detroit-Warren-Dearborn, MI",2020-01-06,ALL,5,5,0,0,0,0,29396.0,2,5,0,4,4040027,0.007261471811945811,-0.0004667313203599892,True
19820,"Detroit-Warren-Dearborn, MI",2020-01-06,NBA,2,2,0,0,0,0,29396.0,1,2,0,4,4040027,0.007261471811945811,-0.0004667313203599892,True
19820,"Detroit-Warren-Dearborn, MI",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,4,4040027,0.007261471811945811,-0.0004667313203599892,True
24580,"Green Bay, WI",2020-01-06,ALL,1,1,0,1,0,0,0.0,1,1,0,1,264542,0.0332,0.0553,True
24580,"Green Bay, WI",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,1,264542,0.0332,0.0553,True
26420,"Houston-Pasadena-The Woodlands, TX",2020-01-06,ALL,1,1,0,0,0,0,18055.0,1,1,0,6,6937026,0.024166045776677213,-0.02449832494501246,True
26420,"Houston-Pasadena-The Woodlands, TX",2020-01-06,NBA,1,1,0,0,0,0,18055.0,1,1,0,6,6937026,0.024166045776677213,-0.02449832494501246,True
26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-06,ALL,1,1,0,0,0,0,17040.0,1,1,0,5,1698914,0.006548558778725704,0.005690811532543731,True
26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-06,NBA,1,1,0,0,0,0,17040.0,1,1,0,5,1698914,0.006548558778725704,0.005690811532543731,True
28140,"Kansas City, MO-KS",2020-01-06,ALL,1,1,0,1,0,0,0.0,1,1,0,5,1826569,0.004314596141728015,0.016191016216742973,True
28140,"Kansas City, MO-KS",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,5,1826569,0.004314596141728015,0.016191016216742973,True
29820,"Las Vegas-Henderson-North Las Vegas, NV",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,1,2266715,0.0129,-0.0334,True
29820,"Las Vegas-Henderson-North Las Vegas, NV",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,1,2266715,0.0129,-0.0334,True
31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,ALL,8,8,0,0,0,0,57062.0,3,8,0,2,13214799,0.012263709704551692,-0.00783934010347036,True
31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,NBA,3,3,0,0,0,0,57062.0,1,3,0,2,13214799,0.012263709704551692,-0.00783934010347036,True
31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,NHL,5,5,0,0,0,0,0.0,2,5,0,2,13214799,0.012263709704551692,-0.00783934010347036,True
32820,"Memphis, TN-MS-AR",2020-01-06,ALL,3,3,0,0,0,0,46973.0,1,3,0,2,1122111,0.013484716128796528,-0.00878351362743971,True
32820,"Memphis, TN-MS-AR",2020-01-06,NBA,3,3,0,0,0,0,46973.0,1,3,0,2,1122111,0.013484716128796528,-0.00878351362743971,True
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-06,ALL,2,2,0,0,0,0,0.0,1,2,0,3,6166488,0.02274070349281471,-0.04046512426522196,True
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,3,6166488,0.02274070349281471,-0.04046512426522196,True
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,ALL,3,3,0,0,0,0,13720.0,2,3,0,10,3404291,-0.0015970026798531609,-0.025703977212876337,True
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,NBA,1,1,0,0,0,0,13720.0,1,1,0,10,3404291,-0.0015970026798531609,-0.025703977212876337,True
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,10,3404291,-0.0015970026798531609,-0.025703977212876337,True
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-06,ALL,1,1,0,0,0,0,0.0,1,1,0,6,1654729,0.018907866001018896,0.011995364074721602,True
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,6,1654729,0.018907866001018896,0.011995364074721602,True
35380,"New Orleans-Metairie, LA",2020-01-06,ALL,2,2,0,0,0,0,29462.0,1,2,0,2,822637,0.006344003409766398,-0.013625512419207985,True
35380,"New Orleans-Metairie, LA",2020-01-06,NBA,2,2,0,0,0,0,29462.0,1,2,0,2,822637,0.006344003409766398,-0.013625512419207985,True
35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,ALL,10,10,0,0,0,0,83753.0,6,10,0,22,19160373,0.013915696746926588,0.004122614346808385,True
35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NBA,5,5,0,0,0,0,83753.0,2,5,0,22,19160373,0.013915696746926588,0.004122614346808385,True
35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NHL,5,5,0,0,0,0,0.0,4,5,0,22,19160373,0.013915696746926588,0.004122614346808385,True
36420,"Oklahoma City, OK",2020-01-06,ALL,2,2,0,0,0,0,36406.0,1,2,0,3,1229754,0.019143161803092324,-0.012509094241612548,True
36420,"Oklahoma City, OK",2020-01-06,NBA,2,2,0,0,0,0,36406.0,1,2,0,3,1229754,0.019143161803092324,-0.012509094241612548,True
36740,"Orlando-Kissimmee-Sanford, FL",2020-01-06,ALL,2,2,0,0,0,0,31021.0,1,2,0,4,2608147,0.013772195873162058,0.003848260163250001,True
36740,"Orlando-Kissimmee-Sanford, FL",2020-01-06,NBA,2,2,0,0,0,0,31021.0,1,2,0,4,2608147,0.013772195873162058,0.003848260163250001,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,ALL,4,4,0,0,0,0,41383.0,2,4,0,9,5937194,0.010337181028613853,-0.011401778213748784,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,NBA,2,2,0,0,0,0,41383.0,1,2,0,9,5937194,0.010337181028613853,-0.011401778213748784,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,9,5937194,0.010337181028613853,-0.011401778213748784,True
38060,"Phoenix-Mesa-Chandler, AZ",2020-01-06,ALL,4,4,0,0,0,0,42877.0,2,4,0,2,4948203,-0.0011703322842656215,0.00889476184384513,True
38060,"Phoenix-Mesa-Chandler, AZ",2020-01-06,NBA,3,3,0,0,0,0,42877.0,1,3,0,2,4948203,-0.0011703322842656215,0.00889476184384513,True
38060,"Phoenix-Mesa-Chandler, AZ",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,2,4948203,-0.0011703322842656215,0.00889476184384513,True
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-06,ALL,1,1,0,0,0,0,19843.0,1,1,0,3,1832634,0.012371720239829668,0.00845981452925134,True
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-06,NBA,1,1,0,0,0,0,19843.0,1,1,0,3,1832634,0.012371720239829668,0.00845981452925134,True
39580,"Raleigh-Cary, NC",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,2,1321100,0.015123982136098705,0.0001036380289152983,True
39580,"Raleigh-Cary, NC",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,2,1321100,0.015123982136098705,0.0001036380289152983,True
40900,"Sacramento-Roseville-Folsom, CA",2020-01-06,ALL,2,2,0,0,0,0,33402.0,1,2,0,4,2363730,0.002973076959720442,-0.006664629517753719,True
40900,"Sacramento-Roseville-Folsom, CA",2020-01-06,NBA,2,2,0,0,0,0,33402.0,1,2,0,4,2363730,0.002973076959720442,-0.006664629517753719,True
41180,"St. Louis, MO-IL",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,7,2548503,0.006634051739393676,0.14053968098134473,True
41180,"St. Louis, MO-IL",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,7,2548503,0.006634051739393676,0.14053968098134473,True
41620,"Salt Lake City-Murray, UT",2020-01-06,ALL,2,2,0,0,0,0,36612.0,1,2,0,2,1232696,0.009868438998747462,0.020105241170572472,True
41620,"Salt Lake City-Murray, UT",2020-01-06,NBA,2,2,0,0,0,0,36612.0,1,2,0,2,1232696,0.009868438998747462,0.020105241170572472,True
41700,"San Antonio-New Braunfels, TX",2020-01-06,ALL,1,1,0,0,0,0,18354.0,1,1,0,4,2377763,0.018215571160792726,-0.025746065903119866,True
41700,"San Antonio-New Braunfels, TX",2020-01-06,NBA,1,1,0,0,0,0,18354.0,1,1,0,4,2377763,0.018215571160792726,-0.025746065903119866,True
41860,"San Francisco-Oakland-Fremont, CA",2020-01-06,ALL,1,1,0,0,0,0,18064.0,1,1,0,5,4731803,-0.005898810759873139,-0.00784492983118697,True
41860,"San Francisco-Oakland-Fremont, CA",2020-01-06,NBA,1,1,0,0,0,0,18064.0,1,1,0,5,4731803,-0.005898810759873139,-0.00784492983118697,True
41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-06,ALL,3,3,0,1,0,0,0.0,2,3,0,2,1990660,0.009407359167311342,-0.039188868214562,True
41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,2,1990660,0.009407359167311342,-0.039188868214562,True
41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,2,1990660,0.009407359167311342,-0.039188868214562,True
45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-06,ALL,2,2,0,0,0,0,0.0,1,2,0,4,3194831,0.0033677000160571876,-0.01818692710193434,True
45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,4,3194831,0.0033677000160571876,-0.01818692710193434,True
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,ALL,5,5,0,0,0,0,50276.0,2,5,0,16,5999288,0.0005047713582011729,0.04531632670243536,True
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,NBA,3,3,0,0,0,0,50276.0,1,3,0,16,5999288,0.0005047713582011729,0.04531632670243536,True
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,16,5999288,0.0005047713582011729,0.04531632670243536,True
12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-13,ALL,2,2,0,0,0,0,33116.0,1,2,0,17,5566943,-0.012492024674942783,-0.014922049877284535,True
12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-13,NBA,2,2,0,0,0,0,33116.0,1,2,0,17,5566943,-0.012492024674942783,-0.014922049877284535,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-13,ALL,4,4,0,0,0,0,57468.0,2,4,0,7,4873019,-0.0040051097174051645,0.028155492174768863,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-13,NBA,3,3,0,0,0,0,57468.0,1,3,0,7,4873019,-0.0040051097174051645,0.028155492174768863,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,7,4873019,-0.0040051097174051645,0.028155492174768863,True
15380,"Buffalo-Cheektowaga, NY",2020-01-13,ALL,1,1,0,0,0,0,0.0,1,1,0,2,1127983,-0.014541329293083318,-0.037717275606103995,True
15380,"Buffalo-Cheektowaga, NY",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,2,1127983,-0.014541329293083318,-0.037717275606103995,True
16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-13,ALL,2,2,0,0,0,0,39321.0,1,2,0,9,9061388,-0.008197768615139316,-0.027741239377455196,True
16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-13,NBA,2,2,0,0,0,0,39321.0,1,2,0,9,9061388,-0.008197768615139316,-0.027741239377455196,True
18140,"Columbus, OH",2020-01-13,ALL,3,3,0,0,0,0,0.0,1,3,0,4,1860369,-0.0016078768663636085,0.03846245836175512,True
18140,"Columbus, OH",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,4,1860369,-0.0016078768663636085,0.03846245836175512,True
19100,"Dallas-Fort Worth-Arlington, TX",2020-01-13,ALL,2,2,0,0,0,0,20283.0,2,2,0,10,7503152,-0.0031956373825293687,0.0006417631643341361,True
19100,"Dallas-Fort Worth-Arlington, TX",2020-01-13,NBA,1,1,0,0,0,0,20283.0,1,1,0,10,7503152,-0.0031956373825293687,0.0006417631643341361,True
19100,"Dallas-Fort Worth-Arlington, TX",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,10,7503152,-0.0031956373825293687,0.0006417631643341361,True
19740,"Denver-Aurora-Centennial, CO",2020-01-13,ALL,5,5,0,0,0,0,39040.0,2,5,0,6,2905722,0.0003427692532183053,-0.01905514385409203,True
19740,"Denver-Aurora-Centennial, CO",2020-01-13,NBA,2,2,0,0,0,0,39040.0,1,2,0,6,2905722,0.0003427692532183053,-0.01905514385409203,True
19740,"Denver-Aurora-Centennial, CO",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,6,2905722,0.0003427692532183053,-0.01905514385409203,True
19820,"Detroit-Warren-Dearborn, MI",2020-01-13,ALL,3,3,0,0,0,0,13780.0,2,3,0,4,4040027,-0.005713328014887029,-0.007145039911861976,True
19820,"Detroit-Warren-Dearborn, MI",2020-01-13,NBA,1,1,0,0,0,0,13780.0,1,1,0,4,4040027,-0.005713328014887029,-0.007145039911861976,True
19820,"Detroit-Warren-Dearborn, MI",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,4,4040027,-0.005713328014887029,-0.007145039911861976,True
26420,"Houston-Pasadena-The Woodlands, TX",2020-01-13,ALL,2,2,0,0,0,0,36557.0,1,2,0,6,6937026,-0.007490434635534017,-0.0018397657093976584,True
26420,"Houston-Pasadena-The Woodlands, TX",2020-01-13,NBA,2,2,0,0,0,0,36557.0,1,2,0,6,6937026,-0.007490434635534017,-0.0018397657093976584,True
26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-13,ALL,2,2,0,0,0,0,31505.0,1,2,0,5,1698914,-0.005847118935979103,0.01955929912873754,True
26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-13,NBA,2,2,0,0,0,0,31505.0,1,2,0,5,1698914,-0.005847118935979103,0.01955929912873754,True
28140,"Kansas City, MO-KS",2020-01-13,ALL,1,1,0,1,0,0,0.0,1,1,0,5,1826569,-0.018811817878218673,0.0049792548214712936,True
28140,"Kansas City, MO-KS",2020-01-13,NFL,1,1,0,1,0,0,0.0,1,1,0,5,1826569,-0.018811817878218673,0.0049792548214712936,True
31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-13,ALL,4,4,0,0,0,0,76130.0,1,4,0,2,13214799,-0.00022129824903125653,0.02081871497250923,True
31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-13,NBA,4,4,0,0,0,0,76130.0,1,4,0,2,13214799,-0.00022129824903125653,0.02081871497250923,True
32820,"Memphis, TN-MS-AR",2020-01-13,ALL,2,2,0,0,0,0,33283.0,1,2,0,2,1122111,-0.007646031702745985,0.03540383215207765,True
32820,"Memphis, TN-MS-AR",2020-01-13,NBA,2,2,0,0,0,0,33283.0,1,2,0,2,1122111,-0.007646031702745985,0.03540383215207765,True
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,ALL,3,3,0,0,0,0,19704.0,2,3,0,3,6166488,-0.006099940987479421,0.01013161768254475,True
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,NBA,1,1,0,0,0,0,19704.0,1,1,0,3,6166488,-0.006099940987479421,0.01013161768254475,True
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,3,6166488,-0.006099940987479421,0.01013161768254475,True
33340,"Milwaukee-Waukesha, WI",2020-01-13,ALL,2,2,0,0,0,0,35463.0,1,2,0,4,1575179,-0.002872697007768641,-0.04561165162816416,True
33340,"Milwaukee-Waukesha, WI",2020-01-13,NBA,2,2,0,0,0,0,35463.0,1,2,0,4,1575179,-0.002872697007768641,-0.04561165162816416,True
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,ALL,5,5,0,0,0,0,40212.0,2,5,0,10,3404291,-0.006702377807890101,-0.07462152768373796,True
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,NBA,3,3,0,0,0,0,40212.0,1,3,0,10,3404291,-0.006702377807890101,-0.07462152768373796,True
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,10,3404291,-0.006702377807890101,-0.07462152768373796,True
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,6,1654729,-0.00638728685482638,0.012607456205819805,True
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,6,1654729,-0.00638728685482638,0.012607456205819805,True
35380,"New Orleans-Metairie, LA",2020-01-13,ALL,2,2,0,0,0,0,34676.0,1,2,0,2,822637,-0.00022207937401308228,0.020282529864326552,True
35380,"New Orleans-Metairie, LA",2020-01-13,NBA,2,2,0,0,0,0,34676.0,1,2,0,2,822637,-0.00022207937401308228,0.020282529864326552,True
35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,ALL,9,9,0,0,0,0,69140.0,5,9,0,22,19160373,-0.003870877187724894,-0.02164119004990143,True
35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NBA,4,4,0,0,0,0,69140.0,2,4,0,22,19160373,-0.003870877187724894,-0.02164119004990143,True
35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NHL,5,5,0,0,0,0,0.0,3,5,0,22,19160373,-0.003870877187724894,-0.02164119004990143,True
36420,"Oklahoma City, OK",2020-01-13,ALL,3,3,0,0,0,0,54609.0,1,3,0,3,1229754,-0.012603061360239528,-0.03003911692907687,True
36420,"Oklahoma City, OK",2020-01-13,NBA,3,3,0,0,0,0,54609.0,1,3,0,3,1229754,-0.012603061360239528,-0.03003911692907687,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-13,ALL,5,5,0,0,0,0,41335.0,2,5,0,9,5937194,-0.0036929969679279466,-0.004285173100289464,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-13,NBA,2,2,0,0,0,0,41335.0,1,2,0,9,5937194,-0.0036929969679279466,-0.004285173100289464,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,9,5937194,-0.0036929969679279466,-0.004285173100289464,True
38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,ALL,2,2,0,0,0,0,14751.0,2,2,0,2,4948203,0.0013211371400890382,0.004566845782196082,True
38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,NBA,1,1,0,0,0,0,14751.0,1,1,0,2,4948203,0.0013211371400890382,0.004566845782196082,True
38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,2,4948203,0.0013211371400890382,0.004566845782196082,True
38300,"Pittsburgh, PA",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,7,2338377,0.0017861454478897115,0.02433894446019611,True
38300,"Pittsburgh, PA",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,7,2338377,0.0017861454478897115,0.02433894446019611,True
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-13,ALL,1,1,0,0,0,0,19111.0,1,1,0,3,1832634,-0.0022627021380155557,0.011797613762486127,True
38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-13,NBA,1,1,0,0,0,0,19111.0,1,1,0,3,1832634,-0.0022627021380155557,0.011797613762486127,True
39580,"Raleigh-Cary, NC",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,2,1321100,0.0012324435319052307,0.013377515101052152,True
39580,"Raleigh-Cary, NC",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,2,1321100,0.0012324435319052307,0.013377515101052152,True
40900,"Sacramento-Roseville-Folsom, CA",2020-01-13,ALL,2,2,0,0,0,0,33328.0,1,2,0,4,2363730,0.0001095267310564236,-0.017722542676193984,True
40900,"Sacramento-Roseville-Folsom, CA",2020-01-13,NBA,2,2,0,0,0,0,33328.0,1,2,0,4,2363730,0.0001095267310564236,-0.017722542676193984,True
41180,"St. Louis, MO-IL",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,7,2548503,-0.004367024056867895,-0.055968953482887794,True
41180,"St. Louis, MO-IL",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,7,2548503,-0.004367024056867895,-0.055968953482887794,True
41620,"Salt Lake City-Murray, UT",2020-01-13,ALL,1,1,0,0,0,0,18306.0,1,1,0,2,1232696,-0.01577098035525385,-0.015143005493649692,True
41620,"Salt Lake City-Murray, UT",2020-01-13,NBA,1,1,0,0,0,0,18306.0,1,1,0,2,1232696,-0.01577098035525385,-0.015143005493649692,True
41700,"San Antonio-New Braunfels, TX",2020-01-13,ALL,2,2,0,0,0,0,36776.0,1,2,0,4,2377763,-0.008871703824140589,0.01644483100292165,True
41700,"San Antonio-New Braunfels, TX",2020-01-13,NBA,2,2,0,0,0,0,36776.0,1,2,0,4,2377763,-0.008871703824140589,0.01644483100292165,True
41860,"San Francisco-Oakland-Fremont, CA",2020-01-13,ALL,3,3,0,0,0,0,54192.0,1,3,0,5,4731803,0.005807770095246991,0.026038232022761724,True
41860,"San Francisco-Oakland-Fremont, CA",2020-01-13,NBA,3,3,0,0,0,0,54192.0,1,3,0,5,4731803,0.005807770095246991,0.026038232022761724,True
41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-13,ALL,1,1,0,1,0,0,0.0,1,1,0,2,1990660,0.0015193867360573882,0.04077983422583465,True
41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-13,NFL,1,1,0,1,0,0,0.0,1,1,0,2,1990660,0.0015193867360573882,0.04077983422583465,True
45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-13,ALL,1,1,0,0,0,0,0.0,1,1,0,4,3194831,0.0007899376649343891,-0.027311024395343605,True
45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,4,3194831,0.0007899376649343891,-0.027311024395343605,True
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,16,5999288,0.003673529554173762,0.02285089855329499,True
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,16,5999288,0.003673529554173762,0.02285089855329499,True
12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-20,ALL,3,3,0,0,0,0,47205.0,1,3,0,17,5566943,-0.006606723410676201,0.0031221537057232298,True
12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-20,NBA,3,3,0,0,0,0,47205.0,1,3,0,17,5566943,-0.006606723410676201,0.0031221537057232298,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-20,ALL,3,3,0,0,0,0,38312.0,2,3,0,7,4873019,-0.006756361719500785,0.042998692063380015,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-20,NBA,2,2,0,0,0,0,38312.0,1,2,0,7,4873019,-0.006756361719500785,0.042998692063380015,True
14460,"Boston-Cambridge-Newton, MA-NH",2020-01-20,NHL,1,1,0,0,0,0,0.0,1,1,0,7,4873019,-0.006756361719500785,0.042998692063380015,True
16740,"Charlotte-Concord-Gastonia, NC-SC",2020-01-20,ALL,1,1,0,0,0,0,16133.0,1,1,0,9,2580193,-0.004953957618674262,0.01659027030536088,True
