county_fips,county_name,state,cbsa_code,cbsa_name,week_start_monday,league,game_count,completed_game_count,future_or_uncompleted_game_count,playoff_game_count,championship_game_count,neutral_site_game_count,total_attendance,unique_venue_count,high_confidence_venue_game_count,low_confidence_venue_game_count,merchants_all,revenue_all,has_womply
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-06,ALL,4,4,0,0,0,0,42877.0,2,4,0,-0.00288,0.00356,True
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-06,NBA,3,3,0,0,0,0,42877.0,1,3,0,-0.00288,0.00356,True
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.00288,0.00356,True
06037,Los Angeles County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,ALL,5,5,0,0,0,0,57062.0,2,5,0,0.0131,-0.0108,True
06037,Los Angeles County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,NBA,3,3,0,0,0,0,57062.0,1,3,0,0.0131,-0.0108,True
06037,Los Angeles County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,0.0131,-0.0108,True
06059,Orange County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,0.00962,0.00152,True
06059,Orange County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,0.00962,0.00152,True
06067,Sacramento County,CA,40900,"Sacramento-Roseville-Folsom, CA",2020-01-06,ALL,2,2,0,0,0,0,33402.0,1,2,0,0.000819,-0.0161,True
06067,Sacramento County,CA,40900,"Sacramento-Roseville-Folsom, CA",2020-01-06,NBA,2,2,0,0,0,0,33402.0,1,2,0,0.000819,-0.0161,True
06075,San Francisco County,CA,41860,"San Francisco-Oakland-Fremont, CA",2020-01-06,ALL,1,1,0,0,0,0,18064.0,1,1,0,0.00725,-0.0243,True
06075,San Francisco County,CA,41860,"San Francisco-Oakland-Fremont, CA",2020-01-06,NBA,1,1,0,0,0,0,18064.0,1,1,0,0.00725,-0.0243,True
06085,Santa Clara County,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-06,ALL,3,3,0,1,0,0,0.0,2,3,0,0.0106,-0.0397,True
06085,Santa Clara County,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,0.0106,-0.0397,True
06085,Santa Clara County,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,0.0106,-0.0397,True
08031,Denver County,CO,19740,"Denver-Aurora-Centennial, CO",2020-01-06,ALL,2,2,0,0,0,0,19533.0,2,2,0,-0.0111,-0.0407,True
08031,Denver County,CO,19740,"Denver-Aurora-Centennial, CO",2020-01-06,NBA,1,1,0,0,0,0,19533.0,1,1,0,-0.0111,-0.0407,True
08031,Denver County,CO,19740,"Denver-Aurora-Centennial, CO",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.0111,-0.0407,True
11001,District of Columbia,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,ALL,5,5,0,0,0,0,50276.0,2,5,0,-0.00952,0.0409,True
11001,District of Columbia,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,NBA,3,3,0,0,0,0,50276.0,1,3,0,-0.00952,0.0409,True
11001,District of Columbia,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.00952,0.0409,True
12011,Broward County,FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-06,ALL,2,2,0,0,0,0,0.0,1,2,0,0.0387,-0.0339,True
12011,Broward County,FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,0.0387,-0.0339,True
12057,Hillsborough County,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-06,ALL,2,2,0,0,0,0,0.0,1,2,0,0.00423,-0.0401,True
12057,Hillsborough County,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,0.00423,-0.0401,True
12095,Orange County,FL,36740,"Orlando-Kissimmee-Sanford, FL",2020-01-06,ALL,2,2,0,0,0,0,31021.0,1,2,0,0.0174,0.018,True
12095,Orange County,FL,36740,"Orlando-Kissimmee-Sanford, FL",2020-01-06,NBA,2,2,0,0,0,0,31021.0,1,2,0,0.0174,0.018,True
13121,Fulton County,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-06,ALL,2,2,0,0,0,0,31800.0,1,2,0,0.0348,-0.079,True
13121,Fulton County,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-06,NBA,2,2,0,0,0,0,31800.0,1,2,0,0.0348,-0.079,True
17031,Cook County,IL,16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,ALL,5,5,0,0,0,0,20229.0,2,5,0,0.0086,-0.0696,True
17031,Cook County,IL,16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,NBA,1,1,0,0,0,0,20229.0,1,1,0,0.0086,-0.0696,True
17031,Cook County,IL,16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,NHL,4,4,0,0,0,0,0.0,1,4,0,0.0086,-0.0696,True
18097,Marion County,IN,26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-06,ALL,1,1,0,0,0,0,17040.0,1,1,0,0.00317,-0.000153,True
18097,Marion County,IN,26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-06,NBA,1,1,0,0,0,0,17040.0,1,1,0,0.00317,-0.000153,True
22071,Orleans Parish,LA,35380,"New Orleans-Metairie, LA",2020-01-06,ALL,2,2,0,0,0,0,29462.0,1,2,0,0.0124,-0.0225,True
22071,Orleans Parish,LA,35380,"New Orleans-Metairie, LA",2020-01-06,NBA,2,2,0,0,0,0,29462.0,1,2,0,0.0124,-0.0225,True
24510,Baltimore city,MD,12580,"Baltimore-Columbia-Towson, MD",2020-01-06,ALL,1,1,0,1,0,0,0.0,1,1,0,0.0188,0.0735,True
24510,Baltimore city,MD,12580,"Baltimore-Columbia-Towson, MD",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,0.0188,0.0735,True
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,ALL,3,3,0,0,0,0,38312.0,2,3,0,0.0309,0.0368,True
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,NBA,2,2,0,0,0,0,38312.0,1,2,0,0.0309,0.0368,True
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,0.0309,0.0368,True
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-06,ALL,5,5,0,0,0,0,29396.0,2,5,0,0.0109,0.0124,True
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-06,NBA,2,2,0,0,0,0,29396.0,1,2,0,0.0109,0.0124,True
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,0.0109,0.0124,True
27053,Hennepin County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,ALL,1,1,0,0,0,0,13720.0,1,1,0,-0.00873,-0.0384,True
27053,Hennepin County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,NBA,1,1,0,0,0,0,13720.0,1,1,0,-0.00873,-0.0384,True
27123,Ramsey County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,ALL,2,2,0,0,0,0,0.0,1,2,0,-0.0115,-0.0254,True
27123,Ramsey County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.0115,-0.0254,True
29095,Jackson County,MO,28140,"Kansas City, MO-KS",2020-01-06,ALL,1,1,0,1,0,0,0.0,1,1,0,0.0235,0.0475,True
29095,Jackson County,MO,28140,"Kansas City, MO-KS",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,0.0235,0.0475,True
29510,St. Louis city,MO,41180,"St. Louis, MO-IL",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,0.0167,0.31,True
29510,St. Louis city,MO,41180,"St. Louis, MO-IL",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,0.0167,0.31,True
32003,Clark County,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,0.0129,-0.0334,True
32003,Clark County,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,0.0129,-0.0334,True
34013,Essex County,NJ,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,ALL,1,1,0,0,0,0,0.0,1,1,0,-0.000397,-0.0011,True
34013,Essex County,NJ,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.000397,-0.0011,True
36029,Erie County,NY,15380,"Buffalo-Cheektowaga, NY",2020-01-06,ALL,1,1,0,0,0,0,0.0,1,1,0,0.016,-0.0469,True
36029,Erie County,NY,15380,"Buffalo-Cheektowaga, NY",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,0.016,-0.0469,True
36047,Kings County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,ALL,4,4,0,0,0,0,46889.0,2,4,0,0.0296,0.0298,True
36047,Kings County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NBA,3,3,0,0,0,0,46889.0,1,3,0,0.0296,0.0298,True
36047,Kings County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,0.0296,0.0298,True
36059,Nassau County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,ALL,1,1,0,0,0,0,0.0,1,1,0,0.0195,-0.0155,True
36059,Nassau County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,0.0195,-0.0155,True
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,ALL,4,4,0,0,0,0,36864.0,2,4,0,0.0158,0.0286,True
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NBA,2,2,0,0,0,0,36864.0,1,2,0,0.0158,0.0286,True
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,0.0158,0.0286,True
37119,Mecklenburg County,NC,16740,"Charlotte-Concord-Gastonia, NC-SC",2020-01-06,ALL,2,2,0,0,0,0,26974.0,1,2,0,0.0118,0.0232,True
37119,Mecklenburg County,NC,16740,"Charlotte-Concord-Gastonia, NC-SC",2020-01-06,NBA,2,2,0,0,0,0,26974.0,1,2,0,0.0118,0.0232,True
37183,Wake County,NC,39580,"Raleigh-Cary, NC",2020-01-06,ALL,3,3,0,0,0,0,0.0,1,3,0,0.0143,-0.0024,True
37183,Wake County,NC,39580,"Raleigh-Cary, NC",2020-01-06,NHL,3,3,0,0,0,0,0.0,1,3,0,0.0143,-0.0024,True
39035,Cuyahoga County,OH,17410,"Cleveland, OH",2020-01-06,ALL,2,2,0,0,0,0,33433.0,1,2,0,0.000993,-0.033,True
39035,Cuyahoga County,OH,17410,"Cleveland, OH",2020-01-06,NBA,2,2,0,0,0,0,33433.0,1,2,0,0.000993,-0.033,True
40109,Oklahoma County,OK,36420,"Oklahoma City, OK",2020-01-06,ALL,2,2,0,0,0,0,36406.0,1,2,0,0.0167,-0.00811,True
40109,Oklahoma County,OK,36420,"Oklahoma City, OK",2020-01-06,NBA,2,2,0,0,0,0,36406.0,1,2,0,0.0167,-0.00811,True
41051,Multnomah County,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-06,ALL,1,1,0,0,0,0,19843.0,1,1,0,0.0193,0.00157,True
41051,Multnomah County,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-06,NBA,1,1,0,0,0,0,19843.0,1,1,0,0.0193,0.00157,True
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,ALL,4,4,0,0,0,0,41383.0,2,4,0,0.0169,0.0182,True
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,NBA,2,2,0,0,0,0,41383.0,1,2,0,0.0169,0.0182,True
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,NHL,2,2,0,0,0,0,0.0,1,2,0,0.0169,0.0182,True
47037,Davidson County,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-06,ALL,1,1,0,0,0,0,0.0,1,1,0,0.0178,0.0233,True
47037,Davidson County,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-06,NHL,1,1,0,0,0,0,0.0,1,1,0,0.0178,0.0233,True
47157,Shelby County,TN,32820,"Memphis, TN-MS-AR",2020-01-06,ALL,3,3,0,0,0,0,46973.0,1,3,0,0.0145,-0.00211,True
47157,Shelby County,TN,32820,"Memphis, TN-MS-AR",2020-01-06,NBA,3,3,0,0,0,0,46973.0,1,3,0,0.0145,-0.00211,True
48029,Bexar County,TX,41700,"San Antonio-New Braunfels, TX",2020-01-06,ALL,1,1,0,0,0,0,18354.0,1,1,0,0.0184,-0.0145,True
48029,Bexar County,TX,41700,"San Antonio-New Braunfels, TX",2020-01-06,NBA,1,1,0,0,0,0,18354.0,1,1,0,0.0184,-0.0145,True
48113,Dallas County,TX,19100,"Dallas-Fort Worth-Arlington, TX",2020-01-06,ALL,4,4,0,0,0,0,81338.0,1,4,0,0.00936,-0.00638,True
48113,Dallas County,TX,19100,"Dallas-Fort Worth-Arlington, TX",2020-01-06,NBA,4,4,0,0,0,0,81338.0,1,4,0,0.00936,-0.00638,True
48201,Harris County,TX,26420,"Houston-Pasadena-The Woodlands, TX",2020-01-06,ALL,1,1,0,0,0,0,18055.0,1,1,0,0.0222,-0.0246,True
48201,Harris County,TX,26420,"Houston-Pasadena-The Woodlands, TX",2020-01-06,NBA,1,1,0,0,0,0,18055.0,1,1,0,0.0222,-0.0246,True
49035,Salt Lake County,UT,41620,"Salt Lake City-Murray, UT",2020-01-06,ALL,2,2,0,0,0,0,36612.0,1,2,0,0.0106,0.0211,True
49035,Salt Lake County,UT,41620,"Salt Lake City-Murray, UT",2020-01-06,NBA,2,2,0,0,0,0,36612.0,1,2,0,0.0106,0.0211,True
55009,Brown County,WI,24580,"Green Bay, WI",2020-01-06,ALL,1,1,0,1,0,0,0.0,1,1,0,0.0332,0.0553,True
55009,Brown County,WI,24580,"Green Bay, WI",2020-01-06,NFL,1,1,0,1,0,0,0.0,1,1,0,0.0332,0.0553,True
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,ALL,2,2,0,0,0,0,14751.0,2,2,0,0.00219,0.00835,True
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,NBA,1,1,0,0,0,0,14751.0,1,1,0,0.00219,0.00835,True
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,0.00219,0.00835,True
06037,Los Angeles County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-13,ALL,4,4,0,0,0,0,76130.0,1,4,0,-0.00168,0.0126,True
06037,Los Angeles County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-13,NBA,4,4,0,0,0,0,76130.0,1,4,0,-0.00168,0.0126,True
06067,Sacramento County,CA,40900,"Sacramento-Roseville-Folsom, CA",2020-01-13,ALL,2,2,0,0,0,0,33328.0,1,2,0,-0.00551,-0.0294,True
06067,Sacramento County,CA,40900,"Sacramento-Roseville-Folsom, CA",2020-01-13,NBA,2,2,0,0,0,0,33328.0,1,2,0,-0.00551,-0.0294,True
06075,San Francisco County,CA,41860,"San Francisco-Oakland-Fremont, CA",2020-01-13,ALL,3,3,0,0,0,0,54192.0,1,3,0,-0.00334,0.0738,True
06075,San Francisco County,CA,41860,"San Francisco-Oakland-Fremont, CA",2020-01-13,NBA,3,3,0,0,0,0,54192.0,1,3,0,-0.00334,0.0738,True
06085,Santa Clara County,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-13,ALL,1,1,0,1,0,0,0.0,1,1,0,0.00142,0.0442,True
06085,Santa Clara County,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020-01-13,NFL,1,1,0,1,0,0,0.0,1,1,0,0.00142,0.0442,True
08031,Denver County,CO,19740,"Denver-Aurora-Centennial, CO",2020-01-13,ALL,5,5,0,0,0,0,39040.0,2,5,0,0.0173,-0.00551,True
08031,Denver County,CO,19740,"Denver-Aurora-Centennial, CO",2020-01-13,NBA,2,2,0,0,0,0,39040.0,1,2,0,0.0173,-0.00551,True
08031,Denver County,CO,19740,"Denver-Aurora-Centennial, CO",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,0.0173,-0.00551,True
11001,District of Columbia,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,0.00742,0.00665,True
11001,District of Columbia,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,0.00742,0.00665,True
12011,Broward County,FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,-0.015,-0.00313,True
12011,Broward County,FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.015,-0.00313,True
12057,Hillsborough County,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-13,ALL,1,1,0,0,0,0,0.0,1,1,0,0.00454,-0.00751,True
12057,Hillsborough County,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,0.00454,-0.00751,True
12086,Miami-Dade County,FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,ALL,1,1,0,0,0,0,19704.0,1,1,0,-0.00546,0.0345,True
12086,Miami-Dade County,FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020-01-13,NBA,1,1,0,0,0,0,19704.0,1,1,0,-0.00546,0.0345,True
13121,Fulton County,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-13,ALL,2,2,0,0,0,0,33116.0,1,2,0,-0.0128,0.00659,True
13121,Fulton County,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-13,NBA,2,2,0,0,0,0,33116.0,1,2,0,-0.0128,0.00659,True
17031,Cook County,IL,16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-13,ALL,2,2,0,0,0,0,39321.0,1,2,0,-0.00812,-0.0368,True
17031,Cook County,IL,16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-13,NBA,2,2,0,0,0,0,39321.0,1,2,0,-0.00812,-0.0368,True
18097,Marion County,IN,26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-13,ALL,2,2,0,0,0,0,31505.0,1,2,0,-0.0164,0.0247,True
18097,Marion County,IN,26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-13,NBA,2,2,0,0,0,0,31505.0,1,2,0,-0.0164,0.0247,True
22071,Orleans Parish,LA,35380,"New Orleans-Metairie, LA",2020-01-13,ALL,2,2,0,0,0,0,34676.0,1,2,0,-0.00212,0.00818,True
22071,Orleans Parish,LA,35380,"New Orleans-Metairie, LA",2020-01-13,NBA,2,2,0,0,0,0,34676.0,1,2,0,-0.00212,0.00818,True
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-13,ALL,4,4,0,0,0,0,57468.0,2,4,0,-0.00705,-0.0301,True
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-13,NBA,3,3,0,0,0,0,57468.0,1,3,0,-0.00705,-0.0301,True
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.00705,-0.0301,True
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-13,ALL,3,3,0,0,0,0,13780.0,2,3,0,-0.00844,-0.00992,True
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-13,NBA,1,1,0,0,0,0,13780.0,1,1,0,-0.00844,-0.00992,True
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.00844,-0.00992,True
27053,Hennepin County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,ALL,3,3,0,0,0,0,40212.0,1,3,0,-0.00297,-0.0611,True
27053,Hennepin County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,NBA,3,3,0,0,0,0,40212.0,1,3,0,-0.00297,-0.0611,True
27123,Ramsey County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,-0.0142,-0.133,True
27123,Ramsey County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.0142,-0.133,True
29095,Jackson County,MO,28140,"Kansas City, MO-KS",2020-01-13,ALL,1,1,0,1,0,0,0.0,1,1,0,-0.00187,0.0653,True
29095,Jackson County,MO,28140,"Kansas City, MO-KS",2020-01-13,NFL,1,1,0,1,0,0,0.0,1,1,0,-0.00187,0.0653,True
29510,St. Louis city,MO,41180,"St. Louis, MO-IL",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,0.0124,-0.0943,True
29510,St. Louis city,MO,41180,"St. Louis, MO-IL",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,0.0124,-0.0943,True
34013,Essex County,NJ,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,ALL,1,1,0,0,0,0,0.0,1,1,0,-0.0103,-0.0569,True
34013,Essex County,NJ,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.0103,-0.0569,True
36029,Erie County,NY,15380,"Buffalo-Cheektowaga, NY",2020-01-13,ALL,1,1,0,0,0,0,0.0,1,1,0,-0.00717,-0.0472,True
36029,Erie County,NY,15380,"Buffalo-Cheektowaga, NY",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.00717,-0.0472,True
36047,Kings County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,ALL,2,2,0,0,0,0,33113.0,1,2,0,-0.0136,-0.0304,True
36047,Kings County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NBA,2,2,0,0,0,0,33113.0,1,2,0,-0.0136,-0.0304,True
36059,Nassau County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,ALL,3,3,0,0,0,0,0.0,1,3,0,-0.0038,-0.0576,True
36059,Nassau County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,-0.0038,-0.0576,True
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,ALL,3,3,0,0,0,0,36027.0,2,3,0,-0.0147,-0.0234,True
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NBA,2,2,0,0,0,0,36027.0,1,2,0,-0.0147,-0.0234,True
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-13,NHL,1,1,0,0,0,0,0.0,1,1,0,-0.0147,-0.0234,True
37183,Wake County,NC,39580,"Raleigh-Cary, NC",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,0.00395,0.0123,True
37183,Wake County,NC,39580,"Raleigh-Cary, NC",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,0.00395,0.0123,True
39049,Franklin County,OH,18140,"Columbus, OH",2020-01-13,ALL,3,3,0,0,0,0,0.0,1,3,0,-0.0019,0.0221,True
39049,Franklin County,OH,18140,"Columbus, OH",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,-0.0019,0.0221,True
40109,Oklahoma County,OK,36420,"Oklahoma City, OK",2020-01-13,ALL,3,3,0,0,0,0,54609.0,1,3,0,-0.00818,-0.0228,True
40109,Oklahoma County,OK,36420,"Oklahoma City, OK",2020-01-13,NBA,3,3,0,0,0,0,54609.0,1,3,0,-0.00818,-0.0228,True
41051,Multnomah County,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-13,ALL,1,1,0,0,0,0,19111.0,1,1,0,-0.00327,-0.00502,True
41051,Multnomah County,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-13,NBA,1,1,0,0,0,0,19111.0,1,1,0,-0.00327,-0.00502,True
42003,Allegheny County,PA,38300,"Pittsburgh, PA",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,-0.00238,0.0309,True
42003,Allegheny County,PA,38300,"Pittsburgh, PA",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.00238,0.0309,True
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-13,ALL,5,5,0,0,0,0,41335.0,2,5,0,-0.00116,0.00337,True
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-13,NBA,2,2,0,0,0,0,41335.0,1,2,0,-0.00116,0.00337,True
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-13,NHL,3,3,0,0,0,0,0.0,1,3,0,-0.00116,0.00337,True
47037,Davidson County,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-13,ALL,2,2,0,0,0,0,0.0,1,2,0,-0.0131,0.0373,True
47037,Davidson County,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-13,NHL,2,2,0,0,0,0,0.0,1,2,0,-0.0131,0.0373,True
47157,Shelby County,TN,32820,"Memphis, TN-MS-AR",2020-01-13,ALL,2,2,0,0,0,0,33283.0,1,2,0,-0.00863,0.0408,True
47157,Shelby County,TN,32820,"Memphis, TN-MS-AR",2020-01-13,NBA,2,2,0,0,0,0,33283.0,1,2,0,-0.00863,0.0408,True
48029,Bexar County,TX,41700,"San Antonio-New Braunfels, TX",2020-01-13,ALL,2,2,0,0,0,0,36776.0,1,2,0,-0.00585,0.0163,True
48029,Bexar County,TX,41700,"San Antonio-New Braunfels, TX",2020-01-13,NBA,2,2,0,0,0,0,36776.0,1,2,0,-0.00585,0.0163,True
48113,Dallas County,TX,19100,"Dallas-Fort Worth-Arlington, TX",2020-01-13,ALL,2,2,0,0,0,0,20283.0,2,2,0,-0.00292,-0.00668,True
