county_fips,county_name,state,cbsa_code,cbsa_name,week_start_monday,merchants_all,revenue_all,game_count,completed_game_count,future_or_uncompleted_game_count,playoff_game_count,championship_game_count,neutral_site_game_count,total_attendance,unique_venue_count,high_confidence_venue_game_count,low_confidence_venue_game_count,has_event,mlb_game_count,nba_game_count,nfl_game_count,nhl_game_count,year,month,week_of_year,quarter,event_intensity,completed_event,playoff_event,championship_event,neutral_site_event,high_confidence_share,low_confidence_share,high_attendance_event,high_attendance_threshold,revenue_all_lag1,revenue_all_lag2,revenue_all_diff1,revenue_all_rolling4_mean,revenue_all_vs_rolling4,merchants_all_lag1,merchants_all_lag2,merchants_all_diff1,merchants_all_rolling4_mean,merchants_all_vs_rolling4
12095,Orange County,FL,36740,"Orlando-Kissimmee-Sanford, FL",2020-01-06,0.0174,0.018,2.0,2.0,0.0,0.0,0.0,0.0,31021.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
12103,Pinellas County,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",2020-01-06,0.00509,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
13067,Cobb County,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-06,0.0283,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
13121,Fulton County,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",2020-01-06,0.0348,-0.079,2.0,2.0,0.0,0.0,0.0,0.0,31800.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
15003,Honolulu County,HI,46520,"Urban Honolulu, HI",2020-01-06,0.0078,-0.0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
16001,Ada County,ID,14260,"Boise City, ID",2020-01-06,0.0304,-0.000595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
17031,Cook County,IL,16980,"Chicago-Naperville-Elgin, IL-IN",2020-01-06,0.0086,-0.0696,5.0,5.0,0.0,0.0,0.0,0.0,20229.0,2.0,5.0,0.0,True,0,1,0,4,2020,1,2,1,5.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
18097,Marion County,IN,26900,"Indianapolis-Carmel-Greenwood, IN",2020-01-06,0.00317,-0.000153,1.0,1.0,0.0,0.0,0.0,0.0,17040.0,1.0,1.0,0.0,True,0,1,0,0,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
18141,St. Joseph County,IN,43780,"South Bend-Mishawaka, IN-MI",2020-01-06,-0.0141,-0.0579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
19061,Dubuque County,IA,20220,"Dubuque, IA",2020-01-06,-0.0202,-0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
19153,Polk County,IA,19780,"Des Moines-West Des Moines, IA",2020-01-06,0.00271,-0.0352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
20173,Sedgwick County,KS,48620,"Wichita, KS",2020-01-06,0.00636,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
22071,Orleans Parish,LA,35380,"New Orleans-Metairie, LA",2020-01-06,0.0124,-0.0225,2.0,2.0,0.0,0.0,0.0,0.0,29462.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
24033,Prince George's County,MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-01-06,0.0179,-0.00913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
24510,Baltimore city,MD,12580,"Baltimore-Columbia-Towson, MD",2020-01-06,0.0188,0.0735,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,1,0,2020,1,2,1,1.0,True,True,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
25021,Norfolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,0.00746,-0.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
25025,Suffolk County,MA,14460,"Boston-Cambridge-Newton, MA-NH",2020-01-06,0.0309,0.0368,3.0,3.0,0.0,0.0,0.0,0.0,38312.0,2.0,3.0,0.0,True,0,2,0,1,2020,1,2,1,3.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
26065,Ingham County,MI,29620,"Lansing-East Lansing, MI",2020-01-06,0.00826,-0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
26163,Wayne County,MI,19820,"Detroit-Warren-Dearborn, MI",2020-01-06,0.0109,0.0124,5.0,5.0,0.0,0.0,0.0,0.0,29396.0,2.0,5.0,0.0,True,0,2,0,3,2020,1,2,1,5.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
27053,Hennepin County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,-0.00873,-0.0384,1.0,1.0,0.0,0.0,0.0,0.0,13720.0,1.0,1.0,0.0,True,0,1,0,0,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
27123,Ramsey County,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020-01-06,-0.0115,-0.0254,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,0,0,0,2,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
29095,Jackson County,MO,28140,"Kansas City, MO-KS",2020-01-06,0.0235,0.0475,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,1,0,2020,1,2,1,1.0,True,True,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
29510,St. Louis city,MO,41180,"St. Louis, MO-IL",2020-01-06,0.0167,0.31,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,0,0,0,3,2020,1,2,1,3.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
31055,Douglas County,NE,36540,"Omaha, NE-IA",2020-01-06,0.00524,0.00897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
32003,Clark County,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",2020-01-06,0.0129,-0.0334,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,0,0,0,3,2020,1,2,1,3.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
32005,Douglas County,NV,23820,"Gardnerville Ranchos, NV-CA",2020-01-06,0.0247,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
34003,Bergen County,NJ,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,0.00258,-0.0661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
34013,Essex County,NJ,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,-0.000397,-0.0011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,0,1,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
36029,Erie County,NY,15380,"Buffalo-Cheektowaga, NY",2020-01-06,0.016,-0.0469,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,0,1,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
36047,Kings County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,0.0296,0.0298,4.0,4.0,0.0,0.0,0.0,0.0,46889.0,2.0,4.0,0.0,True,0,3,0,1,2020,1,2,1,4.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
36059,Nassau County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,0.0195,-0.0155,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,0,1,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
36061,New York County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,0.0158,0.0286,4.0,4.0,0.0,0.0,0.0,0.0,36864.0,2.0,4.0,0.0,True,0,2,0,2,2020,1,2,1,4.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
36081,Queens County,NY,35620,"New York-Newark-Jersey City, NY-NJ",2020-01-06,0.0118,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
37067,Forsyth County,NC,49180,"Winston-Salem, NC",2020-01-06,0.0118,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
37081,Guilford County,NC,24660,"Greensboro-High Point, NC",2020-01-06,0.00553,-0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
37119,Mecklenburg County,NC,16740,"Charlotte-Concord-Gastonia, NC-SC",2020-01-06,0.0118,0.0232,2.0,2.0,0.0,0.0,0.0,0.0,26974.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
37183,Wake County,NC,39580,"Raleigh-Cary, NC",2020-01-06,0.0143,-0.0024,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,0,0,0,3,2020,1,2,1,3.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
39035,Cuyahoga County,OH,17410,"Cleveland, OH",2020-01-06,0.000993,-0.033,2.0,2.0,0.0,0.0,0.0,0.0,33433.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
39049,Franklin County,OH,18140,"Columbus, OH",2020-01-06,0.000208,0.000656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
39061,Hamilton County,OH,17140,"Cincinnati, OH-KY-IN",2020-01-06,-0.00152,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
40109,Oklahoma County,OK,36420,"Oklahoma City, OK",2020-01-06,0.0167,-0.00811,2.0,2.0,0.0,0.0,0.0,0.0,36406.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
40143,Tulsa County,OK,46140,"Tulsa, OK",2020-01-06,-0.00778,-0.0503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
41051,Multnomah County,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",2020-01-06,0.0193,0.00157,1.0,1.0,0.0,0.0,0.0,0.0,19843.0,1.0,1.0,0.0,True,0,1,0,0,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
42003,Allegheny County,PA,38300,"Pittsburgh, PA",2020-01-06,0.000738,-0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
42027,Centre County,PA,44300,"State College, PA",2020-01-06,-0.0112,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
42043,Dauphin County,PA,25420,"Harrisburg-Carlisle, PA",2020-01-06,0.0262,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
42101,Philadelphia County,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020-01-06,0.0169,0.0182,4.0,4.0,0.0,0.0,0.0,0.0,41383.0,2.0,4.0,0.0,True,0,2,0,2,2020,1,2,1,4.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
45019,Charleston County,SC,16700,"Charleston-North Charleston, SC",2020-01-06,0.00742,-0.0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
47037,Davidson County,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020-01-06,0.0178,0.0233,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,0,1,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
47157,Shelby County,TN,32820,"Memphis, TN-MS-AR",2020-01-06,0.0145,-0.00211,3.0,3.0,0.0,0.0,0.0,0.0,46973.0,1.0,3.0,0.0,True,0,3,0,0,2020,1,2,1,3.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
48029,Bexar County,TX,41700,"San Antonio-New Braunfels, TX",2020-01-06,0.0184,-0.0145,1.0,1.0,0.0,0.0,0.0,0.0,18354.0,1.0,1.0,0.0,True,0,1,0,0,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
48113,Dallas County,TX,19100,"Dallas-Fort Worth-Arlington, TX",2020-01-06,0.00936,-0.00638,4.0,4.0,0.0,0.0,0.0,0.0,81338.0,1.0,4.0,0.0,True,0,4,0,0,2020,1,2,1,4.0,True,False,False,False,1.0,0.0,True,58800.0,,,,,,,,,,
48141,El Paso County,TX,21340,"El Paso, TX",2020-01-06,0.00146,-0.00901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
48201,Harris County,TX,26420,"Houston-Pasadena-The Woodlands, TX",2020-01-06,0.0222,-0.0246,1.0,1.0,0.0,0.0,0.0,0.0,18055.0,1.0,1.0,0.0,True,0,1,0,0,2020,1,2,1,1.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
48439,Tarrant County,TX,19100,"Dallas-Fort Worth-Arlington, TX",2020-01-06,0.0109,0.00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
48453,Travis County,TX,12420,"Austin-Round Rock-San Marcos, TX",2020-01-06,0.0145,-0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
49035,Salt Lake County,UT,41620,"Salt Lake City-Murray, UT",2020-01-06,0.0106,0.0211,2.0,2.0,0.0,0.0,0.0,0.0,36612.0,1.0,2.0,0.0,True,0,2,0,0,2020,1,2,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
53033,King County,WA,42660,"Seattle-Tacoma-Bellevue, WA",2020-01-06,0.0206,0.0254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
53061,Snohomish County,WA,42660,"Seattle-Tacoma-Bellevue, WA",2020-01-06,0.0766,-0.00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
53063,Spokane County,WA,44060,"Spokane-Spokane Valley, WA",2020-01-06,0.0103,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
55009,Brown County,WI,24580,"Green Bay, WI",2020-01-06,0.0332,0.0553,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,True,0,0,1,0,2020,1,2,1,1.0,True,True,False,False,1.0,0.0,False,58800.0,,,,,,,,,,
55079,Milwaukee County,WI,33340,"Milwaukee-Waukesha, WI",2020-01-06,-0.00239,-0.0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,2,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,,,,,,,,,,
01073,Jefferson County,AL,13820,"Birmingham, AL",2020-01-13,-0.00383,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,3,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,-0.0062,,0.0203,,,0.00381,,-0.00764,,
04013,Maricopa County,AZ,38060,"Phoenix-Mesa-Chandler, AZ",2020-01-13,0.00219,0.00835,2.0,2.0,0.0,0.0,0.0,0.0,14751.0,2.0,2.0,0.0,True,0,1,0,1,2020,1,3,1,2.0,True,False,False,False,1.0,0.0,False,58800.0,0.00356,,0.00479,,,-0.00288,,0.00507,,
04019,Pima County,AZ,46060,"Tucson, AZ",2020-01-13,-0.0157,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,3,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,-0.0359,,0.0744,,,0.00791,,-0.02361,,
06001,Alameda County,CA,41860,"San Francisco-Oakland-Fremont, CA",2020-01-13,0.00666,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,3,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,-0.00361,,0.02421,,,-0.0125,,0.01916,,
06029,Kern County,CA,12540,"Bakersfield-Delano, CA",2020-01-13,-0.0115,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,2020,1,3,1,0.0,False,False,False,False,0.0,0.0,False,58800.0,0.000195,,0.026505,,,0.0111,,-0.022600000000000002,,
06037,Los Angeles County,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",2020-01-13,-0.00168,0.0126,4.0,4.0,0.0,0.0,0.0,0.0,76130.0,1.0,4.0,0.0,True,0,4,0,0,2020,1,3,1,4.0,True,False,False,False,1.0,0.0,True,58800.0,-0.0108,,0.0234,,,0.0131,,-0.014780000000000001,,
