cbsa_code,cbsa_title,msa_block_id,msa_block_compact_id,block_population_count,block_msa_count,block_game_count,is_sparse_block,recommended_for_matching
16460,"Centralia, IL",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
18220,"Connersville, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
18740,"Coshocton, OH",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
19540,"Decatur, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
19810,"Detroit Lakes, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
19860,"Dickinson, ND",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
19940,"Dixon, IL",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
19980,"Dodge City, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
21380,"Emporia, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
21540,"Escanaba, MI",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
21860,"Fairmont, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
22700,"Fort Dodge, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
22800,"Fort Madison, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
23140,"Frankfort, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
23340,"Fremont, NE",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
23680,"Gallipolis, OH",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
23780,"Garden City, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
24460,"Great Bend, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
24700,"Greensburg, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
25700,"Hays, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
26540,"Huntington, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
26700,"Huron, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
26780,"Hutchinson, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
27020,"Iron Mountain, MI-WI",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
27420,"Jamestown, ND",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
28380,"Kennett, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
28860,"Kirksville, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
30060,"Lebanon, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
30180,"Le Mars, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
30420,"Lexington, NE",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
30580,"Liberal, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
30660,"Lincoln, IL",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
31220,"Ludington, MI",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
31380,"Macomb, IL",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
31500,"Madison, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
32140,"Marshall, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
32180,"Marshall, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
32340,"Maryville, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
32700,"McPherson, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
33020,"Mexico, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
33580,"Mitchell, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
33620,"Moberly, MO",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
33900,"Monticello, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
35580,"New Ulm, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
35820,"North Platte, NE",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
36820,"Oskaloosa, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
36840,"Ottawa, KS",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
36900,"Ottumwa, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
36940,"Owatonna, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
37800,"Pella, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
37940,"Peru, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
37950,"Petoskey, MI",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
38180,"Pierre, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
38700,"Pontiac, IL",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
42420,"Scottsbluff, NE",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
43940,"Spearfish, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
43980,"Spencer, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
44020,"Spirit Lake, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
44740,"Storm Lake, IA",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
45380,"Taylorville, IL",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
46780,"Van Wert, OH",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
46820,"Vermillion, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
47180,"Vincennes, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
47340,"Wabash, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
47420,"Wahpeton, ND-MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
47780,"Washington, IN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
47920,"Washington Court House, OH",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
47980,"Watertown, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
49380,"Worthington, MN",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
49460,"Yankton, SD",midwest|small|micro_proxy|economic_unknown|svi_unknown,small|micro_proxy|service_unknown|svi_unknown,2283127,79,0,True,False
26090,"Holland, MI",midwest|very_large|micro_proxy|economic_unknown|svi_unknown,very_large|micro_proxy|service_unknown|svi_unknown,380827,3,0,True,False
36837,"Ottawa, IL",midwest|very_large|micro_proxy|economic_unknown|svi_unknown,very_large|micro_proxy|service_unknown|svi_unknown,380827,3,0,True,False
49300,"Wooster, OH",midwest|very_large|micro_proxy|economic_unknown|svi_unknown,very_large|micro_proxy|service_unknown|svi_unknown,380827,3,0,True,False
11180,"Ames, IA",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
11540,"Appleton, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
12980,"Battle Creek, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
13900,"Bismarck, ND",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
14010,"Bloomington, IL",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
14020,"Bloomington, IN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
16580,"Champaign-Urbana, IL",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
17860,"Columbia, MO",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
20740,"Eau Claire, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
21140,"Elkhart-Goshen, IN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
22020,"Fargo, ND-MN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
26980,"Iowa City, IA",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
27100,"Jackson, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
27500,"Janesville-Beloit, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
27620,"Jefferson City, MO",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
27900,"Joplin, MO-KS",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
28100,"Kankakee, IL",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
28450,"Kenosha, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
29100,"La Crosse-Onalaska, WI-MN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
29200,"Lafayette-West Lafayette, IN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
29940,"Lawrence, KS",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
31740,"Manhattan, KS",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
31900,"Mansfield, OH",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
33140,"Michigan City-La Porte, IN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
33780,"Monroe, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
34620,"Muncie, IN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
34740,"Muskegon-Norton Shores, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
35660,"Niles, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
36780,"Oshkosh-Neenah, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
39540,"Racine-Mount Pleasant, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
39660,"Rapid City, SD",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
40340,"Rochester, MN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
40980,"Saginaw, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
41060,"St. Cloud, MN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
41140,"St. Joseph, MO-KS",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
41780,"Sandusky, OH",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
43100,"Sheboygan, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
43580,"Sioux City, IA-NE-SD",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
44100,"Springfield, IL",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
44220,"Springfield, OH",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
45460,"Terre Haute, IN",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
45820,"Topeka, KS",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
45900,"Traverse City, MI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
47940,"Waterloo-Cedar Falls, IA",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
48140,"Wausau, WI",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
48260,"Weirton-Steubenville, WV-OH",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
48540,"Wheeling, WV-OH",midwest|very_large|small_metro_proxy|economic_unknown|svi_unknown,very_large|small_metro_proxy|service_unknown|svi_unknown,7715274,47,0,True,False
12180,"Auburn, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
12740,"Barre, VT",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
12860,"Batavia, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
14100,"Bloomsburg-Berwick, PA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
18500,"Corning, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
20180,"DuBois, PA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
24640,"Greenfield, MA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
26460,"Hudson, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
26860,"Indiana, PA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
28300,"Keene, NH",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
29060,"Laconia, NH",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
32740,"Meadville, PA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
33910,"Monticello, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
36460,"Olean, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
36580,"Oneonta, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
38460,"Plattsburgh, NY",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
40860,"Rutland, VT",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
42380,"Sayre, PA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
43740,"Somerset, PA",northeast|large|micro_proxy|economic_unknown|svi_unknown,large|micro_proxy|service_unknown|svi_unknown,1351082,19,0,True,False
21300,"Elmira, NY",northeast|large|small_metro_proxy|economic_unknown|svi_unknown,large|small_metro_proxy|service_unknown|svi_unknown,288645,3,0,True,False
23900,"Gettysburg, PA",northeast|large|small_metro_proxy|economic_unknown|svi_unknown,large|small_metro_proxy|service_unknown|svi_unknown,288645,3,0,True,False
27060,"Ithaca, NY",northeast|large|small_metro_proxy|economic_unknown|svi_unknown,large|small_metro_proxy|service_unknown|svi_unknown,288645,3,0,True,False
11220,"Amsterdam, NY",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
14620,"Bradford, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
14710,"Brattleboro, VT",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
18660,"Cortland, NY",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
24100,"Gloversville, NY",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
25770,"Hemlock Farms, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
26500,"Huntingdon, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
30260,"Lewisburg, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
30380,"Lewistown, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
30820,"Lock Haven, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
36340,"Oil City, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
42780,"Selinsgrove, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
47620,"Warren, PA",northeast|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,593909,13,0,True,False
14460,"Boston-Cambridge-Newton, MA-NH",northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,30233796,6,5466,False,True
15380,"Buffalo-Cheektowaga, NY",northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,30233796,6,5466,False,True
35620,"New York-Newark-Jersey City, NY-NJ",northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,30233796,6,5466,False,True
38300,"Pittsburgh, PA",northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,30233796,6,5466,False,True
39300,"Providence-Warwick, RI-MA",northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,30233796,6,5466,False,True
40380,"Rochester, NY",northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,30233796,6,5466,False,True
10580,"Albany-Schenectady-Troy, NY",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
10900,"Allentown-Bethlehem-Easton, PA-NJ",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
12100,"Atlantic City-Hammonton, NJ",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
21500,"Erie, PA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
25420,"Harrisburg-Carlisle, PA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
29540,"Lancaster, PA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
31700,"Manchester-Nashua, NH",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
38860,"Portland-South Portland, ME",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
39740,"Reading, PA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
42540,"Scranton--Wilkes-Barre, PA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
44140,"Springfield, MA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
45060,"Syracuse, NY",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
45940,"Trenton-Princeton, NJ",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
46540,"Utica-Rome, NY",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
49340,"Worcester, MA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
49620,"York-Hanover, PA",northeast|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,9135332,17,1,True,False
